Nozare,Objekta nosaukums,ISIL kods,Adrese,LAT,LON,LKS-92 X,LKS-92 Y
Bibliotekas,Rigas Anninmuižas vidusskolas biblioteka,LV-BIB-013358,"Kleistu iela 14, Riga, LV-1067",56.9625,24.02434,313212,501480
Bibliotekas,Rigas Austrumu vidusskolas biblioteka,LV-BIB-013019,"Vilanu iela 13, Riga, LV-1003",56.94165,24.15224,310901,509263
Bibliotekas,Rigas Avotu pamatskolas biblioteka,LV-BIB-013025,"Avotu iela 44, Riga, LV-1009",56.9516,24.13772,312007,508377
Nevalstiskas organizacijas,Rigas balvas biedriba,LV-NVO-009383,"Riharda Vagnera iela 4, Riga, LV-1050",56.94905,24.11045,311720,506719
Teatri,"Rigas bernu un jaunatnes teatris ""Reverans""",LV-TEA-012303,"Marijas iela 7, Riga, LV-1050",56.94892,24.12107,311707,507365
Teatri,"Rigas Bernu un jauniesu muzikalais teatris ""RiBeJa MuTe""",LV-TEA-011915,"Ropažu iela 2, Riga, LV-1039",56.97451,24.166,314561,510091
EU2015.lv,Rigas Bralu kapu ansamblis,LV-EU2015-000002,"Aizsaules iela 1B, Riga, LV-1026",56.98756,24.14468,316011,508792
Bibliotekas,Rigas Celtniecibas koledžas biblioteka,LV-BIB-013392,"Gaizina iela 3, Riga, LV-1050",56.94397,24.11963,311156,507278
Makslinieciskie kolektivi,"Rigas Celtniecibas koledžas deju kolektivs ""Austris""",LV-KOLEKTIVS-014562,"Gaizina iela 3, Riga, LV-1050",56.94397,24.11963,311156,507278
Bibliotekas,Rigas Centra dailamatniecibas pamatskolas biblioteka,LV-BIB-013344,"Aspazijas bulvaris 34, Riga, LV-1050",56.94721,24.11453,311516,506967
Bibliotekas,Rigas Centra humanitaras vidusskolas biblioteka,LV-BIB-013340,"Krisjana Barona iela 97A, Riga, LV-1012",56.96201,24.14179,313166,508622
Makslinieciskie kolektivi,"Rigas Centra humanitaras vidusskolas teatra studija ""Spogulis""",LV-KOLEKTIVS-016152,"Krisjana Barona iela 97A, Riga, LV-1012",56.96201,24.14179,313166,508622
Bibliotekas,Rigas Centrala biblioteka,LV-BIB-000027,"Brivibas iela 49/53, Riga, LV-1010",56.95688,24.12171,312593,507402
Bibliotekas,"Rigas Centralas  bibliotekas filialbiblioteka ""Kurzeme""",LV-BIB-000014,"Jurmalas gatve 78D, Riga, LV-1029",56.95123,24.00707,311958,500430
Bibliotekas,Rigas Centralas bibliotekas Biķernieku filialbiblioteka,LV-BIB-013725,"Burtnieku iela 37, Riga, LV-1084",56.96689,24.18126,313715,511021
Bibliotekas,"Rigas Centralas bibliotekas Bisumuižas filialbiblioteka ",LV-BIB-000041,"Bauskas iela 180, Riga, LV-1004",56.91108,24.14664,307498,508929
Bibliotekas,Rigas Centralas bibliotekas Bolderajas filialbiblioteka,LV-BIB-000010,"Gaigalas iela 3, Riga, LV-1016",57.03318,24.04356,321081,502644
Bibliotekas,Rigas Centralas bibliotekas ciekurkalna filialbiblioteka,LV-BIB-000046,"ciekurkalna 1. linija 64, Riga, LV-1026",56.98309,24.17359,315517,510550
Bibliotekas,Rigas Centralas bibliotekas Daugavas filialbiblioteka,LV-BIB-000020,"Aviacijas iela 15, Riga, LV-1057",56.90498,24.20078,306827,512228
Bibliotekas,"Rigas Centralas bibliotekas filialbiblioteka ""Avots""",LV-BIB-000018,Stabu iela 64 k-3,,,,
Bibliotekas,"Rigas Centralas bibliotekas filialbiblioteka ""Pardaugava""",LV-BIB-013720,"Dzirciema iela 26, Riga, LV-1007",56.957,24.05345,312601,503251
Bibliotekas,"Rigas Centralas bibliotekas filialbiblioteka ""Puce""",LV-BIB-000033,"Andreja Saharova iela 35, Riga, LV-1082",56.94335,24.20417,311099,512422
Bibliotekas,"Rigas Centralas bibliotekas filialbiblioteka ""Rezna""",LV-BIB-000017,"Lomonosova iela 14, Riga, LV-1019",56.93506,24.16025,310169,509752
Bibliotekas,"Rigas Centralas bibliotekas filialbiblioteka ""Strazds""",LV-BIB-000025,"Kveles iela 15, Riga, LV-1024",56.98153,24.2452,315357,514903
Bibliotekas,"Rigas Centralas bibliotekas filialbiblioteka ""Vidzeme""",LV-BIB-000029,"Brivibas gatve 206, Riga, LV-1039",56.96983,24.15654,314039,509517
Bibliotekas,"Rigas Centralas bibliotekas filialbiblioteka ""Zemgale""",LV-BIB-000037,"Graudu iela 59A, Riga, LV-1058",56.91192,24.08234,307585,505014
Bibliotekas,Rigas Centralas bibliotekas Grizinkalna filialbiblioteka,LV-BIB-000016,"Alauksta iela 10, Riga, LV-1009",56.96041,24.14967,312989,509102
Bibliotekas,Rigas Centralas bibliotekas Ilguciema filialbiblioteka,LV-BIB-000012,"Lidonu iela 27 k-2, Riga, LV-1055",56.96861,24.05887,313894,503579
Bibliotekas,Rigas Centralas bibliotekas Imantas filialbiblioteka,LV-BIB-000013,"Slokas iela 161 k-1, Riga, LV-1067",56.96035,24.03287,312973,501999
Bibliotekas,Rigas Centralas bibliotekas Jaunciema filialbiblioteka,LV-BIB-000049,"Gailenu iela 5, Riga, LV-1023",57.0453,24.17469,322442,510599
Bibliotekas,Rigas Centralas bibliotekas Juglas filialbiblioteka,LV-BIB-000030,"Brivibas gatve 430A, Riga, LV-1024",56.9887,24.23857,316154,514497
Bibliotekas,Rigas Centralas bibliotekas Ķengaraga filialbiblioteka,LV-BIB-000022,"Maskavas iela 271A, Riga, LV-1063",56.92139,24.17564,308650,510692
Bibliotekas,Rigas Centralas bibliotekas Mežciema filialbiblioteka,LV-BIB-000034,"Hipokrata iela 31, Riga, LV-1079",56.9616,24.23738,313137,514435
Bibliotekas,Rigas Centralas bibliotekas Plavnieku filiabiblioteka,LV-BIB-000021,"Salnas iela 8, Riga, LV-1021",56.94206,24.22029,310958,513403
Bibliotekas,Rigas Centralas bibliotekas Sarkandaugavas filialbiblioteka,LV-BIB-000044,"Aptiekas iela 14A, Riga, LV-1005",56.99812,24.11992,317184,507285
Bibliotekas,Rigas Centralas bibliotekas sampetera filialbiblioteka,LV-BIB-000038,"Lielirbes iela 6, Riga, LV-1046",56.93566,24.04347,310225,502645
Bibliotekas,Rigas Centralas bibliotekas Tornakalna filialbiblioteka,LV-BIB-000039,Slegta uz laiku,56.92784,24.0855,309357,505204
Bibliotekas,Rigas Centralas bibliotekas Ziemelblazmas filialbiblioteka,LV-BIB-000047,"Ziemelblazmas iela 36, Riga, LV-1015",57.03682,24.10112,321490,506137
EU2015.lv,Rigas Centraltirgus un Spiķeru kvartals,LV-EU2015-000008,"Negu iela 7, Riga, LV-1050",56.944,24.11734,311159,507139
Teatri,Rigas cirks,LV-TEA-010825,"Merķela iela 4, Riga, LV-1050",56.94951,24.1195,311773,507269
EU2015.lv,Rigas Dancu klubs,LV-EU2015-000063,"Peldu iela 19, Riga, LV-1050",56.94636,24.1077,311421,506552
Bibliotekas,Rigas Daugavgrivas vidusskolas biblioteka,LV-BIB-013359,"Parades iela 5C, Riga, LV-1016",57.03843,24.02645,321665,501605
EU2015.lv,Rigas Dizaina un makslas vidusskolas koka eka,LV-EU2015-000114,"Lacplesa iela 55, Riga, LV-1011",56.95198,24.13026,312049,507923
Arhitekturas gada balva,Rigas Dizaina un makslas vidusskolas koka majas rekonstrukcijas projekts,LV-ARHITEKT-000059,"Lacplesa iela 55, Riga, LV-1011",56.95198,24.13026,312049,507923
Nevalstiskas organizacijas,Rigas Doma kora skolas atbalsta biedriba,LV-NVO-012802,"Kalnciema iela 10 k-2, Riga, LV-1048",56.94537,24.07786,311308,504737
Makslinieciskie kolektivi,Rigas Doma kora skolas meitenu koris,LV-KOLEKTIVS-014523,"Kalnciema iela 10 k-2, Riga, LV-1048",56.94538,24.07785,311309,504736
Makslinieciskie kolektivi,Rigas Doma kora skolas zenu koris,LV-KOLEKTIVS-014541,"Kalnciema iela 10 k-2, Riga, LV-1048",56.94538,24.07785,311309,504736
Kulturas centri,"Rigas domes Izglitibas, kulturas un sporta departamenta Kulturas un tautas makslas centrs ""Ritums""",LV-NAMS-001287,"Jauniela 29A, Riga, LV-1050",56.94812,24.10526,311616,506403
Parvaldes institucijas,"Rigas domes Izglitibas, kulturas un sporta departaments",LV-PARVALDE-000219,"Krisjana Valdemara iela 5, Riga, LV-1010",56.95549,24.10677,312437,506494
Makslinieciskie kolektivi,"Rigas domes pamatskolas ""Ridze"" viru vokalais ansamblis ""Lux vitalis""",LV-KOLEKTIVS-014606,"Krisjana Valdemara iela 2, Riga, LV-1010",56.95361,24.10723,312228,506522
EU2015.lv,"Rigas Doms ",LV-EU2015-000003,"Herdera laukums 6, Riga, LV-1050",56.94909,24.1048,311724,506375
Koncertorganizacijas,Rigas Doms,LV-KONCERTI-012386,"Herdera laukums 6, Riga, LV-1050",56.94909,24.1048,311724,506375
Nevalstiskas organizacijas,Rigas Ebreju kopiena,LV-NVO-011629,"Slokas iela 6, Riga, LV-1048",56.94417,24.07646,311174,504652
Nevalstiskas organizacijas,Rigas Ebreju kopienas izglitibas atbalsta fonds MILEV EL LEV,LV-NVO-012561,"Skolas iela 6, Riga, LV-1010",56.95629,24.11649,312527,507085
Makslinieciskie kolektivi,"Rigas ebreju kopienas jauktais koris ""sofar""",LV-KOLEKTIVS-013214,"Skolas iela 6, Riga, LV-1010",56.95629,24.11649,312527,507085
Makslinieciskie kolektivi,Rigas Ekonomikas augstskolas jauktais koris,LV-KOLEKTIVS-013035,"Strelnieku iela 4A, Riga, LV-1010",56.95906,24.10772,312834,506551
Nevalstiskas organizacijas,Rigas evangeliski luteriska Augsamcelsanas draudze,LV-NVO-009401,"Klusa iela 2, Riga, LV-1013",56.97252,24.14253,314336,508665
Bibliotekas,Rigas Ezerkrastu pamatskolas biblioteka,LV-BIB-013040,"Malienas iela 89, Riga, LV-1064",56.9746,24.25286,314587,515371
Bibliotekas,Rigas Francu liceja biblioteka,LV-BIB-013041,"Meness iela 8, Riga, LV-1013",56.96693,24.13745,313714,508357
Makslinieciskie kolektivi,Rigas Francu liceja jauktais koris,LV-KOLEKTIVS-014550,"Meness iela 8, Riga, LV-1013",56.96693,24.13745,313714,508357
Makslinieciskie kolektivi,Rigas Francu liceja meitenu koris,LV-KOLEKTIVS-014524,"Meness iela 8, Riga, LV-1013",56.96693,24.13745,313714,508357
Makslinieciskie kolektivi,"Rigas Francu liceja tautas deju kolektivs ""Auseklitis""",LV-KOLEKTIVS-014566,"Meness iela 8, Riga, LV-1013",56.96693,24.13745,313714,508357
Makslinieciskie kolektivi,Rigas Francu liceja zenu koris,LV-KOLEKTIVS-014543,"Meness iela 8, Riga, LV-1013",56.96693,24.13745,313714,508357
Nevalstiskas organizacijas,Rigas gramatu klubs,LV-NVO-012852,"Brivibas iela 114, Riga, LV-1001",56.96176,24.13493,313138,508205
Bibliotekas,Rigas Hanzas vidusskolas biblioteka,LV-BIB-013042,"Grostonas iela 5, Riga, LV-1013",56.96559,24.12022,313562,507310
Bibliotekas,Rigas Igaunu pamatskolas biblioteka,LV-BIB-013086,"Atgazenes iela 26, Riga, LV-1004",56.91438,24.08166,307859,504972
Bibliotekas,Rigas Imantas vidusskolas biblioteka,LV-BIB-013360,"Kurzemes prospekts 158, Riga, LV-1029",56.95664,23.99862,312560,499916
Makslinieciskie kolektivi,"Rigas Imantas vidusskolas meitenu koris ""Unda""",LV-KOLEKTIVS-014525,"Kurzemes prospekts 158, Riga, LV-1029",56.95664,23.99862,312560,499916
Makslinieciskie kolektivi,"Rigas Imantas vidusskolas zenu koris ""Auseklitis""",LV-KOLEKTIVS-014542,"Kurzemes prospekts 158, Riga, LV-1029",56.95664,23.99862,312560,499916
Teatri,Rigas Improvizacijas teatris,LV-TEA-012333,"Elizabetes iela 61, Riga, LV-1050",56.95358,24.11923,312226,507252
Bibliotekas,Rigas internatvidusskolas berniem ar dzirdes traucejumiem biblioteka,LV-BIB-013036,"Graudu iela 21, Riga, LV-1058",56.91153,24.10225,307543,506226
Bibliotekas,Rigas Itas Kozakevicas Polu vidusskolas biblioteka,LV-BIB-013722,"Nicgales iela 15, Riga, LV-1035",56.95645,24.17799,312553,510825
Bibliotekas,Rigas J. Poruka vidusskolas biblioteka,LV-BIB-013148,"Gaujas iela 23, Riga, LV-1026",56.98382,24.15778,315596,509589
Nevalstiskas organizacijas,Rigas Jauna Svetas gertrudes evangeliski luteriska draudze,LV-NVO-009395,"Brivibas iela 119, Riga, LV-1001",56.96307,24.13659,313284,508306
Teatri,Rigas Jauniesu Lellu teatris - I-a,LV-TEA-012313,"Zebiekstes iela 3, Riga, LV-1082",56.94672,24.19382,311472,511791
Nevalstiskas organizacijas,Rigas Jezus evangeliski luteriska draudze,LV-NVO-009372,"Elijas iela 18, Riga, LV-1050",56.94157,24.12363,310889,507522
Makslinieciskie kolektivi,Rigas Jezus evangeliski luteriskas draudzes koris,LV-KOLEKTIVS-016649,"Elijas iela 18, Riga, LV-1050",56.94157,24.12363,310889,507522
Bibliotekas,Rigas Juglas vidusskolas biblioteka,LV-BIB-013044,"Kveles iela 64, Riga, LV-1064",56.98091,24.24612,315288,514959
Makslinieciskie kolektivi,"Rigas Juglas vidusskolas jauktais koris ""Jugla""",LV-KOLEKTIVS-014526,"Kveles iela 64, Riga, LV-1064",56.98091,24.24612,315288,514959
Makslinieciskie kolektivi,"Rigas Juglas vidusskolas jauktais koris ""Kvele""",LV-KOLEKTIVS-013298,"Kveles iela 64, Riga, LV-1064",56.98091,24.24612,315288,514959
Makslinieciskie kolektivi,"Rigas Juridiskas augstkolas jauktais koris ""Lex Chorus""",LV-KOLEKTIVS-016648,"Strelnieku iela 4 k-2, Riga, LV-1010",56.95895,24.10813,312822,506576
Bibliotekas,Rigas Juridiskas augstskolas Juridiska biblioteka,LV-BIB-013419,"Strelnieku iela 4 k-2, Riga, LV-1010",56.95895,24.10813,312822,506576
Makslinieciskie kolektivi,"Rigas kamerkoris ""Accolada""",LV-KOLEKTIVS-010561,"Krisjana Barona iela 99, Riga, LV-1012",56.96269,24.14287,313242,508688
Bibliotekas,Rigas Klasiskas gimnazijas biblioteka,LV-BIB-013045,"Purvciema iela 38, Riga, LV-1035",56.95361,24.18172,312237,511053
Nevalstiskas organizacijas,Rigas Krievu kopiena,LV-NVO-012676,"Stirnu iela 37-50, Riga, LV-1084",56.96181,24.18711,313151,511378
Bibliotekas,Rigas Kristigas vidusskolas biblioteka,LV-BIB-013011,"Augusta Deglava iela 3, Riga, LV-1009",56.95398,24.15108,312274,509189
EU2015.lv,"Rigas Kulturas centrs ""Ilguciems""",LV-EU2015-000061,"Lidonu iela 27 k-2, Riga, LV-1055",56.969,24.06056,313937,503682
Makslinieciskie kolektivi,"Rigas Kulturas un tautas makslas  centra ""Maza gilde"" tautas lietisķas makslas studija ""Nianse""",LV-KOLEKTIVS-013637,"Amatu iela 5, Riga, LV-1050",56.94945,24.10799,311765,506569
Makslinieciskie kolektivi,"Rigas Kulturas un tautas makslas centra ""Maza gilde"" bernu tautas deju ansamblis ""Dzintarins""",LV-KOLEKTIVS-013405,"Amatu iela 5, Riga, LV-1050",56.94945,24.10799,311765,506569
Makslinieciskie kolektivi,"Rigas Kulturas un tautas makslas centra ""Maza gilde"" bernu un jauniesu teatra studija ""Vinnijs""",LV-KOLEKTIVS-015791,"Amatu iela 5, Riga, LV-1050",56.94945,24.10799,311765,506569
Makslinieciskie kolektivi,"Rigas Kulturas un tautas makslas centra ""Maza gilde"" bernu vokalais ansamblis ""Kolibri""",LV-KOLEKTIVS-013409,"Amatu iela 5, Riga, LV-1050",56.94945,24.10799,311765,506569
Makslinieciskie kolektivi,"Rigas Kulturas un tautas makslas centra ""Maza gilde"" bernu vokalais ansamblis ansamblis ""Podzinas""",LV-KOLEKTIVS-013440,"Amatu iela 5, Riga, LV-1050",56.94945,24.10799,311765,506569
Makslinieciskie kolektivi,"Rigas Kulturas un tautas makslas centra ""Maza gilde"" bernu zimesanas studija",LV-KOLEKTIVS-013465,"Amatu iela 5, Riga, LV-1050",56.94945,24.10799,311765,506569
Makslinieciskie kolektivi,"Rigas Kulturas un tautas makslas centra ""Maza gilde"" folkloras kopa ""Vilcenes""",LV-KOLEKTIVS-013467,"Amatu iela 5, Riga, LV-1050",56.94945,24.10799,311765,506569
Makslinieciskie kolektivi,"Rigas Kulturas un tautas makslas centra ""Maza gilde"" jauktais koris ""Sonore""",LV-KOLEKTIVS-013271,"Amatu iela 5, Riga, LV-1050",56.94945,24.10799,311765,506569
Makslinieciskie kolektivi,"Rigas Kulturas un tautas makslas centra ""Maza gilde"" jauniesu deju ansamblis ""Dailrade""",LV-KOLEKTIVS-013406,"Amatu iela 5, Riga, LV-1050",56.94945,24.10799,311765,506569
Makslinieciskie kolektivi,"Rigas Kulturas un tautas makslas centra ""Maza gilde"" jauniesu jauktais koris ""Muza""",LV-KOLEKTIVS-013387,"Amatu iela 5, Riga, LV-1050",56.94945,24.10799,311765,506569
Makslinieciskie kolektivi,"Rigas Kulturas un tautas makslas centra ""Maza gilde"" jauniesu koris ""Balsis""",LV-KOLEKTIVS-013389,"Amatu iela 5, Riga, LV-1050",56.94945,24.10799,311765,506569
Makslinieciskie kolektivi,"Rigas Kulturas un tautas makslas centra ""Maza gilde"" kokletaju ansamblis ""Koklu klubs""",LV-KOLEKTIVS-013155,"Amatu iela 5, Riga, LV-1050",56.94945,24.10799,311765,506569
Makslinieciskie kolektivi,"Rigas Kulturas un tautas makslas centra ""Maza gilde"" kokletaju ansamblis ""Teiksma""",LV-KOLEKTIVS-013157,"Amatu iela 5, Riga, LV-1050",56.94945,24.10799,311765,506569
Makslinieciskie kolektivi,"Rigas Kulturas un tautas makslas centra ""Maza gilde"" senas muzikas ansamblis ""Ludus""",LV-KOLEKTIVS-013188,"Amatu iela 3, Riga, LV-1050",56.94935,24.10764,311754,506548
Makslinieciskie kolektivi,"Rigas Kulturas un tautas makslas centra ""Maza gilde"" sieviesu koris ""Ausma""",LV-KOLEKTIVS-013411,"Amatu iela 5, Riga, LV-1050",56.94945,24.10799,311765,506569
Makslinieciskie kolektivi,"Rigas Kulturas un tautas makslas centra ""Maza gilde"" sieviesu koris ""Sudrabota gaisma""",LV-KOLEKTIVS-013385,"Amatu iela 5, Riga, LV-1050",56.94945,24.10799,311765,506569
Makslinieciskie kolektivi,"Rigas Kulturas un tautas makslas centra ""Maza gilde"" tautas deju ansamblis ""Ligo""",LV-KOLEKTIVS-013407,"Amatu iela 5, Riga, LV-1050",56.94945,24.10799,311765,506569
Makslinieciskie kolektivi,"Rigas Kulturas un tautas makslas centra ""Maza gilde"" Tautas kinostudija ""Maza gilde""",LV-KOLEKTIVS-013466,"Amatu iela 5, Riga, LV-1050",56.94945,24.10799,311765,506569
Makslinieciskie kolektivi,"Rigas Kulturas un tautas makslas centra ""Maza gilde"" tautas lietisķas makslas studija ""Kamene""",LV-KOLEKTIVS-013469,"Amatu iela 5, Riga, LV-1050",56.94945,24.10799,311765,506569
Makslinieciskie kolektivi,"Rigas Kulturas un tautas makslas centra ""Maza gilde"" tautas lietisķas makslas studija ""Tine""",LV-KOLEKTIVS-013468,"Amatu iela 5, Riga, LV-1050",56.94945,24.10799,311765,506569
Makslinieciskie kolektivi,"Rigas Kulturas un tautas makslas centra ""Maza gilde"" tautas telotajas makslas studija ""gilde""",LV-KOLEKTIVS-013464,"Amatu iela 5, Riga, LV-1050",56.94945,24.10799,311765,506569
Makslinieciskie kolektivi,"Rigas Kulturas un tautas makslas centra ""Maza gilde"" Vecpilsetas teatris ",LV-KOLEKTIVS-013410,"Amatu iela 5, Riga, LV-1050",56.94945,24.10799,311765,506569
Makslinieciskie kolektivi,"Rigas Kulturas un tautas makslas centra ""Maza gilde"" videjas paaudzes deju kolektivs ""Dailrade""",LV-KOLEKTIVS-016732,"Amatu iela 5, Riga, LV-1050",56.94945,24.10799,311765,506569
Makslinieciskie kolektivi,"Rigas Kulturas un tautas makslas centra ""Maza gilde"" videjas paaudzes deju kolektivs ""Ligo""",LV-KOLEKTIVS-013408,"Amatu iela 5, Riga, LV-1050",56.94945,24.10799,311765,506569
Makslinieciskie kolektivi,"Rigas Kulturas un tautas makslas centra ""Maza gilde"" videjas paaudzes deju kolektivs ""SenLigo""",LV-KOLEKTIVS-016733,"Amatu iela 5, Riga, LV-1050",56.94945,24.10799,311765,506569
Makslinieciskie kolektivi,"Rigas Kulturas un tautas makslas centra ""Maza gilde"" viru koris ""Frachori""",LV-KOLEKTIVS-013269,"Amatu iela 5, Riga, LV-1050",56.94945,24.10799,311765,506569
Makslinieciskie kolektivi,"Rigas Kulturas un tautas makslas centra ""Maza gilde"" vokala grupa ""Putnu darzs""",LV-KOLEKTIVS-013189,"Amatu iela 5, Riga, LV-1050",56.94945,24.10799,311765,506569
Kulturas centri,"Rigas Kulturas un tautas makslas centrs ""Maza gilde""",LV-NAMS-001289,"Amatu iela 5, Riga, LV-1050",56.94945,24.10799,311765,506569
Bibliotekas,Rigas Kulturu vidusskolas biblioteka,LV-BIB-013154,"Ganibu dambis 7, Riga, LV-1045",56.97029,24.10746,314084,506533
Bibliotekas,Rigas Ķengaraga vidusskolas biblioteka,LV-BIB-013013,"Maskavas iela 273, Riga, LV-1063",56.91939,24.17781,308428,510825
Bibliotekas,Rigas Lastadijas internatpamatskolas biblioteka,LV-BIB-013035,"Maskavas iela 178, Riga, LV-1019",56.9328,24.1598,309917,509725
Nevalstiskas organizacijas,"Rigas latgaliesu biedriba ""Tresō zvaigzne""",LV-NVO-011621,"Slokas iela 37, Riga, LV-1048",56.94961,24.06901,311779,504198
Kulturas centri,Rigas Latviesu biedriba,LV-NAMS-001290,"Merķela iela 13, Riga, LV-1050",56.95024,24.11731,311854,507136
Makslinieciskie kolektivi,"Rigas Latviesu biedribas  videjas paaudzes Tautas deju ansamblis ""Vija""",LV-KOLEKTIVS-013439,"Merķela iela 13, Riga, LV-1050",56.95024,24.11731,311854,507136
Makslinieciskie kolektivi,"Rigas Latviesu biedribas bernu vokala studija ""Knipas un Knauķi"" ",LV-KOLEKTIVS-013415,"Merķela iela 13, Riga, LV-1050",56.95024,24.11731,311854,507136
Makslinieciskie kolektivi,"Rigas Latviesu biedribas jauktais klasiskas muzikas koris ""Ars Longa""",LV-KOLEKTIVS-013412,"Merķela iela 13, Riga, LV-1050",56.95024,24.11731,311854,507136
Makslinieciskie kolektivi,"Rigas Latviesu biedribas jauktais koris ",LV-KOLEKTIVS-013419,"Merķela iela 13, Riga, LV-1050",56.95024,24.11731,311854,507136
Makslinieciskie kolektivi,"Rigas Latviesu biedribas kamerkoris ""Austrums""",LV-KOLEKTIVS-013413,"Merķela iela 13, Riga, LV-1050",56.95024,24.11731,311854,507136
EU2015.lv,"Rigas Latviesu biedribas nams ",LV-EU2015-000068,"Merķela iela 13, Riga, LV-1050",56.95024,24.11731,311854,507136
Makslinieciskie kolektivi,"Rigas Latviesu biedribas senioru jauktais koris ""eReLBe""",LV-KOLEKTIVS-016062,"Merķela iela 13, Riga, LV-1050",56.95024,24.11731,311854,507136
Makslinieciskie kolektivi,"Rigas Latviesu biedribas sieviesu vokalais ansamblis ""Saskana""",LV-KOLEKTIVS-013421,"Merķela iela 13, Riga, LV-1050",56.95024,24.11731,311854,507136
Makslinieciskie kolektivi,"Rigas Latviesu biedribas Tautas lietisķas makslas studija ""Rezeda""",LV-KOLEKTIVS-013438,"Merķela iela 13, Riga, LV-1050",56.95024,24.11731,311854,507136
Nevalstiskas organizacijas,Rigas Latviesu biedribas un nacionalas kulturas attistibas fonds,LV-NVO-009356,"Merķela iela 13, Riga, LV-1050",56.95024,24.11731,311854,507136
Makslinieciskie kolektivi,"Rigas Latviesu biedribas viru koris ""Latvis""",LV-KOLEKTIVS-013414,"Merķela iela 13, Riga, LV-1050",56.95024,24.11731,311854,507136
Makslinieciskie kolektivi,Rigas lietuviesu lauku kapela JURGINAS,LV-KOLEKTIVS-016035,"Prusu iela 42A, Riga, LV-1057",56.90946,24.19356,307325,511787
Bibliotekas,Rigas Lietuviesu vidusskolas biblioteka,LV-BIB-013014,"Prusu iela 42A, Riga, LV-1057",56.90946,24.19356,307325,511787
Bibliotekas,Rigas Makslas un mediju tehnikuma biblioteka,LV-BIB-013536,"Jurmalas gatve 96, Riga, LV-1029",56.95231,24.00219,312078,500133
Makslinieciskie kolektivi,Rigas Martina evangeliski luteriskas draudzes koris,LV-KOLEKTIVS-014559,"Slokas iela 34, Riga, LV-1048",56.95026,24.07191,311852,504374
