Nozare,Objekta nosaukums,ISIL kods,Adrese,LAT,LON,LKS-92 X,LKS-92 Y
Makslinieciskie kolektivi,"Aizputes kulturas nama pirmsskolas bernu vokala grupa ""Dzirkstites""",LV-KOLEKTIVS-011739,"Atmodas iela 16, Aizpute, Aizputes nov., LV-3456",56.71928,21.60294,288705,353306
Makslinieciskie kolektivi,"Aizputes kulturas nama senioru deju kolektivs ""Misins""",LV-KOLEKTIVS-014335,"Atmodas iela 16, Aizpute, Aizputes nov., LV-3456",56.71928,21.60294,288705,353306
Makslinieciskie kolektivi,"Aizputes kulturas nama senioru vokalais ansamblis ""Uzmet garu""",LV-KOLEKTIVS-011738,"Atmodas iela 16, Aizpute, Aizputes nov., LV-3456",56.71928,21.60294,288705,353306
Makslinieciskie kolektivi,Aizputes kulturas nama veseliga dzivesveida interesu klubs,LV-KOLEKTIVS-014339,"Atmodas iela 16, Aizpute, Aizputes nov., LV-3456",56.71928,21.60294,288705,353306
Makslinieciskie kolektivi,"Aizputes kulturas nama viru vokalais ansamblis ""Kursi""",LV-KOLEKTIVS-011737,"Atmodas iela 16, Aizpute, Aizputes nov., LV-3456",56.71928,21.60294,288705,353306
Kulturas centri,Aizputes kulturas nams,LV-NAMS-012516,"Atmodas iela 16, Aizpute, Aizputes nov., LV-3456",56.71928,21.60294,288705,353306
Kulturizglitibas iestades,Aizputes Makslas skola,LV-IZGLITIBA-009532,"Atmodas iela 19, Aizpute, Aizputes nov., LV-3456",56.71898,21.60484,288668,353421
Radosas industrijas,Aizputes mebeles,LV-RADIND-000467,"Zingberga iela 16, Aizpute, Aizputes nov., LV-3456",56.71712,21.61743,288434,354184
Kulturizglitibas iestades,Aizputes muzikas skola,LV-IZGLITIBA-009533,"Jana iela 12, Aizpute, Aizputes nov., LV-3456",56.72109,21.60431,288903,353397
Nevalstiskas organizacijas,Aizputes novada biedriba NEXT,LV-NVO-013030,"Katolu iela 5, Aizpute, Aizputes nov., LV-3456",56.7217,21.60265,288975,353298
Bibliotekas,Aizputes novada Ciravas pagasta biblioteka,LV-BIB-000459,"Gaismas, Cirava, Ciravas pag., Aizputes nov., LV-3453",56.73696,21.38723,291155,340184
Bibliotekas,Aizputes novada Kalvenes pagasta biblioteka,LV-BIB-000470,"Skolas iela 21, Kalvene, Kalvenes pag., Aizputes nov., LV-3443",56.60512,21.73762,275722,361127
Bibliotekas,Aizputes novada Kalvenes pamatskolas  biblioteka,LV-BIB-012819,"Skolas iela 1, Kalvene, Kalvenes pag., Aizputes nov., LV-3443",56.60402,21.7303,275614,360674
Nevalstiskas organizacijas,"Aizputes novada starpnozaru makslas grupa ""Serde""",LV-NVO-012400,"Atmodas iela 9, Aizpute, Aizputes nov., LV-3456",56.71995,21.60342,288779,353338
Muzeji,Aizputes novadpetniecibas muzejs - turisma informacijas punkts,LV-MUZ-001375,"Skolas iela 1, Aizpute, Aizputes nov., LV-3456",56.72253,21.59816,289077,353026
Bibliotekas,Aizputes pagasta biblioteka,LV-BIB-000455,"Krustceli, Rokasbirze, Aizputes pag., Aizputes nov., LV-3456",56.71273,21.55744,288075,350496
Bibliotekas,Aizputes pagasta pamatskolas  biblioteka,LV-BIB-012810,"Skola, Rokasbirze, Aizputes pag., Aizputes nov., LV-3456",56.71242,21.55469,288046,350327
Bibliotekas,Aizputes pilsetas biblioteka,LV-BIB-000444,"Atmodas iela 24, Aizpute, Aizputes nov., LV-3456",56.71843,21.60476,288606,353414
Makslinieciskie kolektivi,"Aizputes pilsetas jauktais koris ""Kurzeme""",LV-KOLEKTIVS-010268,"Atmodas iela 16, Aizpute, Aizputes nov., LV-3456",56.71928,21.60294,288705,353306
Nevalstiskas organizacijas,"Aizputes sabiedriska agentura bernu ipasam vajadzibam ""Saulessvece""",LV-NVO-013031,"Skolas iela 1, Aizpute, Aizputes nov., LV-3456",56.72253,21.59816,289077,353026
Nevalstiskas organizacijas,Aizputes Samariesu palidzibas fonds,LV-NVO-013032,"Kuldigas iela 10, Aizpute, Aizputes nov., LV-3456",56.72209,21.60536,289013,353465
Nevalstiskas organizacijas,Aizputes Samarietis,LV-NVO-013025,"Kuldigas iela 8, Aizpute, Aizputes nov., LV-3456",56.72186,21.60541,288987,353467
Nevalstiskas organizacijas,"Aizputes sieviesu apvieniba ""Integro""",LV-NVO-013087,"Ziedu iela 7, Aizpute, Aizputes nov., LV-3456",56.7204,21.60999,288815,353742
Kulturvesturiskas vietas,Aizputes Sv.Jana baznica,LV-VIE-000438,"Liepajas iela 3, Aizpute, Aizputes nov., LV-3456",56.72118,21.6011,288920,353201
Makslinieciskie kolektivi,Aizputes Tautas teatris,LV-KOLEKTIVS-010269,"Atmodas iela 16, Aizpute, Aizputes nov., LV-3456",56.71928,21.60294,288705,353306
Radosas industrijas,Aizputes TV,LV-RADIND-000020,"Avotu iela 2, Aizpute, Aizputes nov., LV-3456",56.7153,21.61303,288240,353908
Kulturvesturiskas vietas,Aizputes vesturiskais centrs,LV-VIE-000953,"Pasta iela 3, Aizpute, Aizputes nov., LV-3456",56.72141,21.60318,288942,353329
Makslinieciskie kolektivi,"Aizputes videjas paaudzes deju kolektivs  ""Kurzemnieks""",LV-KOLEKTIVS-010270,"Atmodas iela 16, Aizpute, Aizputes nov., LV-3456",56.71928,21.60294,288705,353306
Bibliotekas,Aizputes vidusskolas biblioteka,LV-BIB-012830,"Ziedu iela 7, Aizpute, Aizputes nov., LV-3456",56.7204,21.60999,288815,353742
Makslinieciskie kolektivi,"Aizputes vidusskolas jauniesu deju kolektivs ""Varpa""",LV-KOLEKTIVS-016301,"Ziedu iela 7, Aizpute, Aizputes nov., LV-3456",56.7204,21.60999,288815,353742
Amatu prasmes,Aizputes vina daritava,LV-PRS-000087,"Sakas iela 14A, Aizpute, Aizputes nov., LV-3456",56.7283,21.58558,289746,352279
Bibliotekas,Aizupes pamatskolas biblioteka,LV-BIB-013323,"Aizupes skola, Tusķi, Livberzes pag., Jelgavas nov., LV-3003",56.65204,23.62853,278716,477224
Kulturvesturiskas vietas,"Akmens ""Abavas buks (Abavas azis)""",LV-VIE-000900,"Irlavas vidusskola, Irlava, Irlavas pag., Tukuma nov., LV-3137",56.86968,23.00351,303323,439255
Kulturvesturiskas vietas,Akmens kravums Ziemupe,LV-VIE-000083,"Ziemupes baznica, Ziemupe, Vergales pag., Pavilostas nov., LV-3463",56.74075,21.06779,292367,320669
Kulturvesturiskas vietas,Akmens laikmeta zvejnieku apmetne,LV-VIE-001195,"Zvejnieki, Burtnieku pag., Burtnieku nov., LV-4206",57.67714,25.24432,393447,574209
Makslas saloni un galerijas,Akmens majas galerija,LV-GALERIJA-011066,"Lejas Valeni, Aronas pag., Madonas nov., LV-4846",56.88745,26.04762,306726,624753
Kulturvesturiskas vietas,Akmenraga baka,LV-VIE-000078,"Akmenraga baka, Sakas pag., Pavilostas nov., LV-3466",56.83241,21.05686,302593,320439
Kulturvesturiskas vietas,"Akmenu parks ""Vaidavas""",LV-VIE-000556,"Vaidavas, Indranu pag., Lubanas nov., LV-4830",56.91745,26.71136,311470,665049
Makslinieciskie kolektivi,Aknistes amatierteatris,LV-KOLEKTIVS-013111,"Skolas iela 7, Akniste, Aknistes nov., LV-5208",56.16196,25.7407,225472,608103
Makslinieciskie kolektivi,"Aknistes kulturas centra senioru deju kolektivs ""Dejotprieks""",LV-KOLEKTIVS-013337,"Skolas iela 7, Akniste, Aknistes nov., LV-5208",56.16196,25.7407,225472,608103
Kulturas centri,Aknistes kulturas centrs,LV-NAMS-001607,"Skolas iela 1A, Akniste, Aknistes nov., LV-5208",56.1624,25.74539,225528,608393
Bibliotekas,Aknistes novada Asares pagasta biblioteka,LV-BIB-000356,"Vecmuiža, Asare, Asares pag., Aknistes nov., LV-5210",56.11822,25.88513,220840,617204
Bibliotekas,Aknistes novada Garsenes pagasta biblioteka,LV-BIB-000363,"Labiesi, Garsene, Garsenes pag., Aknistes nov., LV-5218",56.09945,25.80993,218626,612584
Muzeji,Aknistes Novadpetniecibas muzejs,LV-MUZ-012450,"Miera iela 1, Akniste, Aknistes nov., LV-5208",56.16512,25.73584,225816,607792
Makslinieciskie kolektivi,"Aknistes sieviesu vokalais ansamblis ""Viotonika""",LV-KOLEKTIVS-013110,"Skolas iela 1A, Akniste, Aknistes nov., LV-5208",56.1624,25.74539,225528,608393
Makslinieciskie kolektivi,"Aknistes videjas paaudzes deju kolektivs ""Ieleja""",LV-KOLEKTIVS-010111,"Skolas iela 7, Akniste, Aknistes nov., LV-5208",56.16196,25.7407,225472,608103
Bibliotekas,Aknistes vidusskolas biblioteka,LV-BIB-012716,"Skolas iela 19, Akniste, Aknistes nov., LV-5208",56.16299,25.73614,225579,607817
Kulturvesturiskas vietas,Aktiera Karla Sebra dzimta maja,LV-VIE-000720,"ares, Sinole, Lejasciema pag., Gulbenes nov., LV-4412",57.2475,26.49547,347695,650567
Muzeji,Aktieru Amtmanu muzejs,LV-MUZ-001339,"Zvanitaju Bukas, Valle, Valles pag., Vecumnieku nov., LV-5106",56.50672,24.71623,262709,544083
Amatu prasmes,Aktivas atputas parks Godelpola,LV-PRS-000408,"Godeldangas, gibulu pag., Talsu nov., LV-3298",57.19942,22.20459,341014,391524
Kulturvesturiskas vietas,"Aktrises Antras Liedskalninas dzimtas majas ""Sturas""",LV-VIE-000703,"Sturas, Ligo pag., Gulbenes nov., LV-4421",57.05148,26.5792,326072,656443
EU2015.lv,Alberta ielas jugendstila apbuve,LV-EU2015-000004,"Alberta iela, Riga",56.95899,24.10986,312827,506681
Bibliotekas,Alberta koledžas biblioteka,LV-BIB-013377,"Skolas iela 22-5, Riga, LV-1010",56.95817,24.12003,312736,507300
Makslinieki,Alberts Ismagilovs,LV-MAKSLA-000150,Riga,,,,
Muzeji,Aleksandra caka memorialais dzivoklis-muzejs,LV-MUZ-001402,"Lacplesa iela 48-8, Riga, LV-1011",56.95251,24.12827,312107,507802
EU2015.lv,Aleksandra Maijera muzikas instrumentu darbnica,LV-EU2015-000099,"Stacija Kraslava 31, Stacija ""Kraslava"", udrisu pag., Kraslavas nov., LV-5601",55.92526,27.14203,202224,696303
Makslinieki,Aleksandra Samulenkova,LV-MAKSLA-000010,Riga,56.94938,24.1049,311757,506381
Bibliotekas,Aleksandrovas  internatpamatskolas  biblioteka,LV-BIB-012766,"Aleksandrovas skola, Aleksandrova, Konstantinovas pag., Dagdas nov., LV-5680",56.0825,27.4287,220563,713337
Makslinieciskie kolektivi,Alfreda Kalnina Cesu muzikas skolas kokletaju ansamblis,LV-KOLEKTIVS-016059,"Ziemelu iela 16, Cesis, Cesu nov., LV-4101",57.30923,25.25497,352506,575601
Kulturizglitibas iestades,Alfreda Kalnina Cesu Muzikas vidusskola,LV-IZGLITIBA-009585,"Raunas iela 12-2, Cesis, Cesu nov., LV-4101",57.31337,25.27647,352990,576887
Bibliotekas,Alfreda Kalnina Cesu muzikas vidusskolas biblioteka,LV-BIB-013570,"Raunas iela 12-2  Cesis, Cesu nov., LV-4101",57.30923,25.25497,352506,575601
Makslinieciskie kolektivi,Alfreda Kalnina Cesu muzikas vidusskolas kokletaju ansamblis,LV-KOLEKTIVS-009844,"Ziemelu iela 16, Cesis, Cesu nov., LV-4101",57.30923,25.25497,352506,575601
Makslinieciskie kolektivi,Alfreda Kalnina Cesu muzikas vidusskolas macibu koris,LV-KOLEKTIVS-009845,"Ziemelu iela 16, Cesis, Cesu nov., LV-4101",57.30923,25.25497,352506,575601
Makslinieciskie kolektivi,Alfreda Kalnina Cesu muzikas vidusskolas puteju orķestris,LV-KOLEKTIVS-009846,"Ziemelu iela 16, Cesis, Cesu nov., LV-4101",57.30923,25.25497,352506,575601
Makslinieciskie kolektivi,Alfreda Kalnina Cesu muzikas vidusskolas stigu orķestris,LV-KOLEKTIVS-009847,"Ziemelu iela 16, Cesis, Cesu nov., LV-4101",57.30923,25.25497,352506,575601
Makslinieki,Alise Bokaldere,LV-MAKSLA-000169,Riga,,,,
Makslinieki,Alise Sondore,LV-MAKSLA-000196,Riga,,,,
Makslinieciskie kolektivi,Allas Ivanovas muzikas studija Daugavpili,LV-KOLEKTIVS-014619,"Smilsu iela 92, Daugavpils, LV-5410",55.88721,26.55476,196479,659779
EU2015.lv,Allažu luteranu baznica,LV-EU2015-000025,"Allažu baznica, Stiveri, Allažu pag., Siguldas nov., LV-2154",57.10194,24.82272,329034,549841
Bibliotekas,Allažu pamatskolas biblioteka,LV-BIB-013111,"Skolas iela 5, Allaži, Allažu pag., Siguldas nov., LV-2154",57.05784,24.84727,324144,551389
Bibliotekas,Alojas Ausekla vidusskolas biblioteka,LV-BIB-012837,"Ausekla iela 1, Aloja, Alojas nov., LV-4064",57.76459,24.87689,402839,552171
Makslinieciskie kolektivi,"Alojas kulturas nama 1.-3.klasu deju kolektivs ""Resgalisi"" ",LV-KOLEKTIVS-017251,"Juras iela 13, Aloja, Alojas nov., LV-4064",57.767,24.87943,403109,552319
Makslinieciskie kolektivi,"Alojas kulturas nama jauktais koris ""Ale""",LV-KOLEKTIVS-012102,"Juras iela 13, Aloja, Alojas nov., LV-4064",57.767,24.87943,403109,552319
Makslinieciskie kolektivi,"Alojas kulturas nama jauniesu deju kolektivs ""Resgali""",LV-KOLEKTIVS-013017,"Juras iela 13, Aloja, Alojas nov., LV-4064",57.767,24.87943,403109,552319
Makslinieciskie kolektivi,"Alojas kulturas nama kokletaju ansamblis ""Marina""",LV-KOLEKTIVS-016139,"Juras iela 34A, Aloja, Alojas nov., LV-4064",57.76769,24.87604,403183,552116
Makslinieciskie kolektivi,"Alojas kulturas nama pirmsskolas bernu deju kolektivs ""Dziparins""",LV-KOLEKTIVS-012800,"Juras iela 13, Aloja, Alojas nov., LV-4064",57.767,24.87943,403109,552319
Makslinieciskie kolektivi,"Alojas kulturas nama senioru damu deju grupa ""Rasa""",LV-KOLEKTIVS-013015,"Juras iela 13, Aloja, Alojas nov., LV-4064",57.767,24.87943,403109,552319
Makslinieciskie kolektivi,"Alojas kulturas nama videjas paaudzes deju kolektivs ""Sansolis""",LV-KOLEKTIVS-010350,"Juras iela 13, Aloja, Alojas nov., LV-4064",57.767,24.87943,403109,552319
Makslinieciskie kolektivi,"Alojas kulturas nama vokalais ansamblis ""Asnini"", jaunaka grupa",LV-KOLEKTIVS-012801,"Juras iela 13, Aloja, Alojas nov., LV-4064",57.767,24.87943,403109,552319
Kulturas centri,Alojas kulturas nams,LV-NAMS-001728,"Juras iela 13, Aloja, Alojas nov., LV-4064",57.767,24.87943,403109,552319
Kulturizglitibas iestades,Alojas Muzikas un makslas skola,LV-IZGLITIBA-009588,"Juras iela 39A, Aloja, Alojas nov., LV-4064",57.76749,24.87203,403158,551878
Bibliotekas,Alojas novada uznemejdarbibas atbalsta centrs - biblioteka SALA,LV-BIB-000491,"Liepu iela 3, Ungurpils, Alojas pag., Alojas nov., LV-4064",57.77101,24.81909,403510,548724
Muzeji,Alojas Novadpetniecibas centrs,LV-MUZ-012455,"Ausekla iela 1, Aloja, Alojas nov., LV-4064",57.76459,24.87689,402839,552171
Bibliotekas,Alojas pilsetas biblioteka,LV-BIB-000490,"Juras iela 14, Aloja, Alojas nov., LV-4064",57.76696,24.88298,403107,552530
Makslinieciskie kolektivi,Alsungas kulturas nama amatierteatris,LV-KOLEKTIVS-012764,"Ziedulejas iela 1, Alsunga, Alsungas nov., LV-3306",56.98236,21.5662,318057,352100
Makslinieciskie kolektivi,"Alsungas kulturas nama kapella ""Suitu muzikanti""",LV-KOLEKTIVS-015983,"Ziedulejas iela 1, Alsunga, Alsungas nov., LV-3306",56.98236,21.5662,318057,352100
Makslinieciskie kolektivi,Alsungas kulturas nama keramikas pulcins,LV-KOLEKTIVS-014827,"Ziedulejas iela 1, Alsunga, Alsungas nov., LV-3306",56.98236,21.5662,318057,352100
Makslinieciskie kolektivi,"Alsungas kulturas nama senioru deju kopa ""Kalmes""",LV-KOLEKTIVS-014823,"Ziedulejas iela 1, Alsunga, Alsungas nov., LV-3306",56.98236,21.5662,318057,352100
Makslinieciskie kolektivi,"Alsungas kulturas nama videjas paaudzes deju kopa ""Suiti""",LV-KOLEKTIVS-012765,"Ziedulejas iela 1, Alsunga, Alsungas nov., LV-3306",56.98236,21.5662,318057,352100
Kulturas centri,Alsungas kulturas nams,LV-NAMS-001656,"Ziedulejas iela 1, Alsunga, Alsungas nov., LV-3306",56.98236,21.5662,318057,352100
Muzeji,Alsungas muzejs,LV-MUZ-001373,"Skolas iela 11A, Alsunga, Alsungas nov., LV-3306",56.97803,21.56436,317580,351971
Kulturizglitibas iestades,Alsungas muzikas skola,LV-IZGLITIBA-009586,"Skolas iela 11, Alsunga, Alsungas nov., LV-3306",56.97825,21.56849,317595,352223
Bibliotekas,Alsungas novada biblioteka,LV-BIB-000420,"Raina iela 2, Alsunga, Alsungas nov., LV-3306",56.98194,21.56526,318013,352041
Nevalstiskas organizacijas,"Alsungas novada biedriba ""Suitu amatnieki""",LV-NVO-013180,"Ziedulejas iela 3, Alsunga, Alsungas nov., LV-3306",56.98246,21.5645,318072,351997
Nevalstiskas organizacijas,"Alsungas novada biedriba ""Suitu novads""",LV-NVO-013181,"Diķenieki, Alsungas nov., LV-3306",56.97392,21.66958,316899,358349
Nevalstiskas organizacijas,"Alsungas novada etniskas kulturas centrs ""Suiti""",LV-NVO-011153,"Ziedulejas iela 1, Alsunga, Alsungas nov., LV-3306",56.98236,21.5662,318057,352100
Makslinieciskie kolektivi,"Alsungas novada folkloras kopa ""Suitu viri""",LV-KOLEKTIVS-016662,"Ziedulejas iela 1, Alsunga, Alsungas nov., LV-3306",56.98236,21.5662,318057,352100
Kulturvesturiskas vietas,Alsungas ordena pils,LV-VIE-000950,"Pils iela 1, Alsunga, Alsungas nov., LV-3306",56.98164,21.56717,317975,352156
Makslinieciskie kolektivi,"Alsungas skolenu folkloras kopa ""Suitini""",LV-KOLEKTIVS-014825,"Ziedulejas iela 1, Alsunga, Alsungas nov., LV-3306",56.98236,21.5662,318057,352100
Bibliotekas,Alsungas vidusskolas biblioteka,LV-BIB-012767,"Skolas iela 11, Alsunga, Alsungas nov., LV-3306",56.97825,21.56849,317595,352223
Pasakumu norisu vietas,Alsungas Ziedulejas estrade,LV-VIETA-010900,"Ziedulejas iela, Alsunga, Alsungas nov.",56.98218,21.55706,318057,351544
Bibliotekas,Alsviķu  biblioteka,LV-BIB-000126,"Kulturas nams-Alsviķi, Alsviķi, Alsviķu pag., Aluksnes nov., LV-4333",57.44376,26.93807,370596,676319
Makslinieciskie kolektivi,"Alsviķu kulturas nama amatierteatris ""Aplis""",LV-KOLEKTIVS-009711,"Kulturas nams-Alsviķi, Alsviķi, Alsviķu pag., Aluksnes nov., LV-4333",57.44376,26.93807,370596,676319
Makslinieciskie kolektivi,Alsviķu kulturas nama bernu vokalais ansamblis,LV-KOLEKTIVS-009707,"Kulturas nams-Alsviķi, Alsviķi, Alsviķu pag., Aluksnes nov., LV-4333",57.44376,26.93807,370596,676319
Makslinieciskie kolektivi,"Alsviķu kulturas nama deju kolektivs ""Jandals""",LV-KOLEKTIVS-009708,"Kulturas nams-Alsviķi, Alsviķi, Alsviķu pag., Aluksnes nov., LV-4333",57.44376,26.93807,370596,676319
Makslinieciskie kolektivi,Alsviķu kulturas nama mazo bernu deju kolektivs,LV-KOLEKTIVS-009709,"Kulturas nams-Alsviķi, Alsviķi, Alsviķu pag., Aluksnes nov., LV-4333",57.44376,26.93807,370596,676319
Makslinieciskie kolektivi,"Alsviķu kulturas nama senioru deju kolektivs ""Velreiz""",LV-KOLEKTIVS-012417,"Kulturas nams-Alsviķi, Alsviķi, Alsviķu pag., Aluksnes nov., LV-4333",57.44376,26.93807,370596,676319
Makslinieciskie kolektivi,"Alsviķu kulturas nama senioru kopa ""Noskana""",LV-KOLEKTIVS-012265,"Kulturas nams-Alsviķi, Alsviķi, Alsviķu pag., Aluksnes nov., LV-4333",57.44376,26.93807,370596,676319
Makslinieciskie kolektivi,"Alsviķu kulturas nama sieviesu vokalais ansamblis ""Canticum""",LV-KOLEKTIVS-009713,"Kulturas nams-Alsviķi, Alsviķi, Alsviķu pag., Aluksnes nov., LV-4333",57.44376,26.93807,370596,676319
Kulturas centri,Alsviķu kulturas nams,LV-NAMS-001469,"Kulturas nams-Alsviķi, Alsviķi, Alsviķu pag., Aluksnes nov., LV-4333",57.44376,26.93807,370596,676319
Kulturvesturiskas vietas,Alsviķu muižas apbuve,LV-VIE-000539,"Muiža, Alsviķu pag., Aluksnes nov., LV-4333",57.49265,26.83402,375771,669850
Kulturvesturiskas vietas,"Alsu kalķu ceplis ",LV-VIE-000418,"Alsi, Nigrandes pag., Saldus nov., LV-3899",56.4943,22.06481,262775,380860
Nevalstiskas organizacijas,"Aluksnes amatizglitibas atbalsta biedriba ""Lotoss""",LV-NVO-012586,"Miera iela 4, Aluksne, Aluksnes nov., LV-4301",57.43272,27.04354,369647,682701
Makslinieciskie kolektivi,"Aluksnes deju kolektivs ""Enku-drenku""(B grupa)",LV-KOLEKTIVS-012419,"Pils iela 74, Aluksne, Aluksnes nov., LV-4301",57.42282,27.05456,368575,683412
Kulturvesturiskas vietas,Aluksnes jauna pils,LV-VIE-000541,"Pils iela 74, Aluksne, Aluksnes nov., LV-4301",57.42282,27.05456,368575,683412
Nevalstiskas organizacijas,Aluksnes krievu kopiena,LV-NVO-013197,"Torna iela 7-39, Aluksne, Aluksnes nov., LV-4301",57.41866,27.06559,368142,684095
Makslinieciskie kolektivi,"Aluksnes Kulturas centra ""Mazais teatris""",LV-KOLEKTIVS-009717,"Bruža iela 7, Aluksne, Aluksnes nov., LV-4301",57.42652,27.05012,368975,683127
Makslinieciskie kolektivi,"Aluksnes Kulturas centra deju kopa ""Jukums""",LV-KOLEKTIVS-009715,"Bruža iela 7, Aluksne, Aluksnes nov., LV-4301",57.42652,27.05012,368975,683127
Makslinieciskie kolektivi,"Aluksnes Kulturas centra deju kopa ""Olysta""",LV-KOLEKTIVS-016831,"Briežu iela 7, Aluksne, Aluksnes nov., LV-4301",57.42455,27.10419,368903,686382
Makslinieciskie kolektivi,"Aluksnes Kulturas centra senioru deju kopa ""Sidraba pavediens""",LV-KOLEKTIVS-009716,"Bruža iela 7, Aluksne, Aluksnes nov., LV-4301",57.42652,27.05012,368975,683127
Makslinieciskie kolektivi,"Aluksnes Kulturas centra senioru koris ""Bruklenajs""",LV-KOLEKTIVS-009719,"Bruža iela 7, Aluksne, Aluksnes nov., LV-4301",57.42652,27.05012,368975,683127
Makslinieciskie kolektivi,"Aluksnes Kulturas centra skolotaju koris ""Atzele""",LV-KOLEKTIVS-009720,"Bruža iela 7, Aluksne, Aluksnes nov., LV-4301",57.42652,27.05012,368975,683127
Makslinieciskie kolektivi,"Aluksnes Kulturas centra U.Sedlenieka Tautas teatris ""Slieksnis""",LV-KOLEKTIVS-009722,"Bruža iela 7, Aluksne, Aluksnes nov., LV-4301",57.42652,27.05012,368975,683127
Kulturas centri,Aluksnes Kulturas centrs,LV-NAMS-001337,"Bruža iela 7, Aluksne, Aluksnes nov., LV-4301",57.42652,27.05012,368975,683127
Nevalstiskas organizacijas,"Aluksnes kulturas un izglitibas centrs ""Stili""",LV-NVO-013062,"Darza iela 23, Aluksne, Aluksnes nov., LV-4301",57.41758,27.04551,367968,682895
Kulturvesturiskas vietas,Aluksnes luteranu baznica,LV-VIE-000543,"Pils iela 25A, Aluksne, Aluksnes nov., LV-4301",57.42448,27.04878,368744,683057
EU2015.lv,"Aluksnes luteranu baznica ",LV-EU2015-000073,"Pils iela 25, Aluksne, Aluksnes nov., LV-4301",57.42519,27.04854,368822,683039
Kulturizglitibas iestades,Aluksnes Makslas skola,LV-IZGLITIBA-009587,"Ojara Vaciesa iela 2, Aluksne, Aluksnes nov., LV-4301",57.42613,27.0525,368938,683272
EU2015.lv,Aluksnes muižas parks,LV-EU2015-000034,"Petera Buka iela, Aluksne, Aluksnes nov.",57.42447,27.0605,368775,683760
